time,phase,along_m,cross_m,elevation_m,agl_m,height_ft,ias,eas,groundspeed_kt,pitch,bank,alpha,vy,gamma,gamma_cmd,h_cmd,yoke,roll,rudder,speedbrake,speedbrake_actual,Q,mass,nz,main_wow,nose_wow,gear_cmd,gear0,gear1,gear2,chute,brakes,derotating,local_vy
0.003746,1.000000,-8483.588867,-11.120764,2965.402299,2265.489014,7433.715820,0.004152,0.000000,325.841886,-12.000010,-0.000031,7.990575,-62.312748,-20.391779,-20.544558,2255.737793,-0.025145,0.048274,-0.000015,0.000000,0.000000,-0.004675,83461.023438,1.709828,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-61.136978
0.060205,1.000000,-8474.614258,-11.100892,2961.898314,2261.984131,7422.828613,2.004000,298.617554,326.065706,-12.005690,0.018707,7.845617,-61.915920,-20.259733,-20.541391,2252.471436,-0.077105,0.019963,0.000360,0.028229,0.001320,-0.207073,83461.023438,1.783873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.717152
0.113607,1.000000,-8465.587891,-11.081192,2958.606357,2258.691895,7411.922852,6.618845,298.603577,326.285996,-12.024916,0.043717,7.688732,-61.496777,-20.121128,-20.538939,2249.186035,-0.117566,0.017129,0.000325,0.054930,0.005265,-0.506269,83461.023438,1.803727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.299896
0.164494,1.000000,-8457.141602,-11.063010,2955.490255,2255.574951,7401.793945,12.973901,298.583588,326.486147,-12.059678,0.067580,7.522067,-61.099918,-19.990314,-20.537903,2246.111816,-0.146092,0.016470,0.000250,0.080374,0.011186,-0.844119,83461.023438,1.797277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.898949
0.217604,1.000000,-8448.192383,-11.043990,2952.259618,2252.343506,7391.141113,21.201874,298.561432,326.690450,-12.115105,0.091807,7.331530,-60.686008,-19.854068,-20.538120,2242.854492,-0.169875,0.016038,0.000168,0.106929,0.019378,-1.222069,83461.023438,1.776172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.487732
0.268622,1.000000,-8439.606445,-11.025959,2949.176417,2249.260010,7380.996094,30.270842,298.541656,326.877994,-12.187539,0.114372,7.133708,-60.301643,-19.727611,-20.539577,2239.729492,-0.186634,0.015654,0.000091,0.132438,0.029003,-1.593793,83461.023438,1.742457,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.105988
0.319282,1.000000,-8431.126953,-11.008341,2946.133614,2246.216309,7371.046387,40.113113,298.526459,327.054476,-12.278108,0.136124,6.924690,-59.940250,-19.608654,-20.542166,2236.643311,-0.198059,0.015274,0.000016,0.157768,0.040091,-1.956666,83461.023438,1.699965,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.745567
0.370211,1.000000,-8422.568359,-10.990726,2943.092223,2243.174316,7361.067871,50.603535,298.521515,327.222207,-12.386592,0.157379,6.708427,-59.607521,-19.498801,-20.545847,2233.528320,-0.168587,0.014858,-0.000059,0.183232,0.052624,-2.264511,83461.023438,1.599449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.418827
0.425928,1.000000,-8413.100586,-10.971414,2939.782216,2239.863525,7350.096191,62.518726,298.537903,327.392459,-12.519601,0.179988,6.475774,-59.298996,-19.396098,-20.551033,2230.082275,-0.145733,0.014392,-0.000139,0.211091,0.067773,-2.480655,83461.023438,1.498820,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.119194
0.482417,1.000000,-8403.759766,-10.952515,2936.441905,2236.540039,7339.329102,74.848633,298.568970,327.545657,-12.663996,0.202237,6.245529,-59.042797,-19.310152,-20.557106,2226.682373,-0.132538,0.013946,-0.000216,0.239335,0.084502,-2.612741,83461.023438,1.421677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.862965
0.534073,1.000000,-8395.057617,-10.935025,2933.399089,2233.509766,7329.341797,86.183922,298.606720,327.676164,-12.801085,0.222001,6.040472,-58.837463,-19.240842,-20.563494,2223.515137,-0.126118,0.013560,-0.000280,0.265163,0.100881,-2.684403,83461.023438,1.364559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.661308
0.588028,1.000000,-8385.958984,-10.916842,2930.231197,2230.354980,7318.938965,97.955734,298.652344,327.800769,-12.947275,0.242056,5.832043,-58.650440,-19.177398,-20.570827,2220.203613,-0.123053,0.013179,-0.000340,0.292141,0.118974,-2.727687,83461.023438,1.314971,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.477524
0.642503,1.000000,-8376.787109,-10.898605,2927.042135,2227.178955,7308.486816,109.659554,298.702026,327.914399,-13.096604,0.261699,5.627580,-58.485760,-19.121322,-20.578800,2216.865234,-0.122343,0.012857,-0.000401,0.319379,0.138166,-2.750808,83461.023438,1.272114,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.315315
0.696678,1.000000,-8367.652344,-10.880527,2923.878799,2224.028809,7298.108887,121.031631,298.753632,328.016195,-13.245979,0.280597,5.430102,-58.342308,-19.072323,-20.587275,2213.540527,-0.123060,0.012538,-0.000471,0.346466,0.158080,-2.761594,83461.023438,1.234226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.174202
0.749872,1.000000,-8358.802734,-10.863084,2920.779664,2220.942627,7288.080078,131.873611,298.805237,328.104672,-13.393011,0.298597,5.241724,-58.220848,-19.030714,-20.595907,2210.319336,-0.124579,0.012195,-0.000529,0.373063,0.178354,-2.765249,83461.023438,1.200438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.053257
0.802630,1.000000,-8349.908203,-10.845613,2917.711831,2217.887207,7278.023438,142.263412,298.857574,328.183600,-13.538902,0.315936,5.060148,-58.114662,-18.994255,-20.604977,2207.082031,-0.126572,0.011862,-0.000579,0.399442,0.199096,-2.764792,83461.023438,1.169038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.949123
0.853976,1.000000,-8341.081055,-10.828321,2914.730984,2214.918701,7268.060547,151.994720,298.909729,328.252383,-13.680799,0.332334,4.888294,-58.023911,-18.963024,-20.614275,2203.869385,-0.128794,0.011547,-0.000620,0.411841,0.219531,-2.762032,83461.023438,1.139961,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.861893
0.906746,1.000000,-8332.278320,-10.811119,2911.671754,2211.872314,7258.143066,161.584702,298.961365,328.311764,-13.826445,0.348713,4.716515,-57.947132,-18.936540,-20.623848,2200.665283,-0.131221,0.011233,-0.000656,0.413648,0.238934,-2.758079,83461.023438,1.111799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.785961
0.961795,1.000000,-8323.149414,-10.793312,2908.484269,2208.697998,7247.871582,171.129349,299.015228,328.364085,-13.978153,0.365301,4.542350,-57.881351,-18.913773,-20.634012,2197.342773,-0.133775,0.010918,-0.000688,0.415533,0.257297,-2.753868,83461.023438,1.083541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.720974
1.025212,1.000000,-8314.075195,-10.775638,2904.816169,2205.044922,7237.673340,181.548889,299.069000,328.407301,-14.152639,0.383797,4.347829,-57.829487,-18.895718,-20.644323,2194.040039,-0.136676,0.010575,-0.000718,0.417415,0.276349,-2.749480,83461.023438,1.053761,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.663364
1.077944,1.000000,-8303.396484,-10.754862,2901.768444,2202.010010,7225.684570,189.706314,299.132202,328.447461,-14.297556,0.398700,4.190941,-57.785027,-18.880075,-20.656668,2190.153320,-0.138941,0.010283,-0.000738,0.419627,0.290625,-2.747126,83461.023438,1.025963,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.629391
1.129352,1.000000,-8294.680664,-10.737916,2898.798645,2199.052490,7215.905273,197.236237,299.184387,328.471961,-14.438741,0.412814,4.042058,-57.762005,-18.871777,-20.666861,2186.980957,-0.141052,0.010015,-0.000754,0.421453,0.303348,-2.745679,83461.023438,1.001400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.608074
1.183573,1.000000,-8285.467773,-10.720010,2895.667187,2195.934326,7205.573242,204.732635,299.240173,328.490232,-14.587596,0.427284,3.889228,-57.750214,-18.867222,-20.677719,2183.627686,-0.143167,0.009741,-0.000768,0.423406,0.315611,-2.745100,83461.023438,0.976033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.597965
1.235922,1.000000,-8276.750000,-10.703067,2892.644044,2192.923828,7195.797363,211.551239,299.293060,328.500613,-14.731312,0.440855,3.745608,-57.750633,-18.866796,-20.688026,2180.454590,-0.145111,0.009486,-0.000778,0.425257,0.326441,-2.745370,83461.023438,0.952277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.599949
1.288431,1.000000,-8267.896484,-10.685853,2889.611249,2189.903809,7185.868164,217.986755,299.347748,328.504440,-14.875494,0.454092,3.605325,-57.762344,-18.870147,-20.698484,2177.232178,-0.146960,0.009243,-0.000787,0.427171,0.336408,-2.746454,83461.023438,0.928831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.613304
1.340041,1.000000,-8259.234375,-10.669004,2886.629408,2186.934326,7176.150879,223.931076,299.402130,328.501948,-15.017287,0.466734,3.470983,-57.784580,-18.877030,-20.708689,2174.079590,-0.148689,0.009011,-0.000796,0.429075,0.345422,-2.748234,83461.023438,0.906312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.637283
1.390752,1.000000,-8250.566406,-10.652131,2883.698036,2184.015137,7166.421875,229.417862,299.457520,328.493406,-15.156713,0.478819,3.342314,-57.817299,-18.887417,-20.718821,2170.924561,-0.150301,0.008786,-0.000802,0.431013,0.353598,-2.750658,83461.023438,0.884466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.671131
1.441123,1.000000,-8242.089844,-10.635618,2880.784367,2181.113770,7156.901855,234.535263,299.512299,328.479376,-15.295343,0.490506,3.217657,-57.859203,-18.900885,-20.728647,2167.839355,-0.151825,0.008569,-0.000807,0.432930,0.361120,-2.753651,83461.023438,0.863348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.714626
1.492672,1.000000,-8233.557617,-10.618981,2877.800030,2178.141846,7147.311523,239.444916,299.568024,328.459919,-15.437387,0.502150,3.093220,-57.911076,-18.917666,-20.738426,2164.733887,-0.153312,0.008354,-0.000810,0.434880,0.368263,-2.757241,83461.023438,0.842331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.769100
1.543418,1.000000,-8224.959961,-10.602195,2874.859194,2175.213135,7137.636719,243.969147,299.625458,328.434915,-15.577415,0.513305,2.973738,-57.972977,-18.937786,-20.748110,2161.604736,-0.152849,0.008146,-0.000812,0.436891,0.374801,-2.761259,83461.023438,0.821871,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.832382
1.594732,1.000000,-8216.318359,-10.585302,2871.881791,2172.248291,7127.900879,248.248123,299.685516,328.402941,-15.718730,0.524292,2.858544,-58.049988,-18.962862,-20.757677,2158.459473,-0.141810,0.007932,-0.000813,0.438993,0.380968,-2.741597,83461.023438,0.779239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.912731
1.648986,1.000000,-8207.057617,-10.567175,2868.728739,2169.108154,7117.449219,252.466888,299.754211,328.359666,-15.865965,0.535601,2.745515,-58.153603,-18.996609,-20.767651,2155.088623,-0.131496,0.007710,-0.000813,0.441397,0.387063,-2.684326,83461.023438,0.741326,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.017918
1.703983,1.000000,-8197.864258,-10.549152,2865.526173,2165.918701,7107.050781,256.440186,299.826050,328.308679,-16.011171,0.546740,2.640764,-58.274483,-19.036000,-20.777201,2151.742676,-0.122478,0.007496,-0.000813,0.443912,0.392856,-2.597602,83461.023438,0.709760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.142254
1.756652,1.000000,-8189.054688,-10.531859,2862.452383,2162.857666,7097.063965,259.975342,299.897339,328.253302,-16.145164,0.557100,2.550062,-58.404335,-19.078340,-20.785997,2148.536133,-0.114793,0.007300,-0.000810,0.446407,0.398091,-2.494614,83461.023438,0.685024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.275215
1.810911,1.000000,-8179.715820,-10.513502,2859.278159,2159.696533,7086.448242,263.359070,299.975433,328.188731,-16.277124,0.567469,2.466468,-58.554043,-19.127185,-20.794878,2145.137207,-0.107001,0.007104,-0.000807,0.449140,0.403200,-2.374698,83461.023438,0.662578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.423687
1.862520,1.000000,-8171.074219,-10.496492,2856.251259,2156.681885,7076.597656,266.348297,300.049255,328.124249,-16.396305,0.577035,2.396314,-58.702068,-19.175506,-20.802662,2141.991943,-0.100663,0.006924,-0.000802,0.451724,0.407831,-2.250632,83461.023438,0.645858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.574100
1.915243,1.000000,-8162.239258,-10.479078,2853.150817,2153.594238,7066.497559,269.186676,300.125946,328.054427,-16.511269,0.586521,2.333822,-58.860775,-19.227341,-20.810154,2138.776123,-0.094610,0.006749,-0.000796,0.454408,0.412358,-2.118064,83461.023438,0.631913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.735004
1.968228,1.000000,-8153.324707,-10.461483,2850.026274,2150.482178,7056.275391,271.833771,300.204132,327.980661,-16.619654,0.595756,2.280122,-59.027039,-19.281666,-20.817223,2135.531494,-0.088816,0.006579,-0.000789,0.457145,0.416723,-1.981220,83461.023438,0.621231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.902626
2.024993,1.000000,-8144.354980,-10.443751,2846.668809,2147.138184,7045.957031,274.457550,300.283783,327.903691,-16.727640,0.605326,2.232383,-59.199142,-19.337920,-20.823799,2132.266846,-0.084708,0.006405,-0.000781,0.459933,0.421219,-1.832880,83461.023438,0.612854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.087234
2.078973,1.000000,-8134.523438,-10.424284,2843.466303,2143.948486,7034.608398,276.761169,300.371979,327.816964,-16.822573,0.614115,2.195864,-59.391605,-19.400850,-20.830393,2128.688477,-0.077148,0.006236,-0.000772,0.463019,0.425340,-1.692499,83461.023438,0.605584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.266163
2.134557,1.000000,-8125.372070,-10.406133,2840.158468,2140.654053,7024.007324,278.953217,300.454315,327.734358,-16.912374,0.622851,2.167089,-59.573723,-19.460413,-20.835928,2125.357666,-0.072687,0.006073,-0.000763,0.465902,0.429452,-1.548396,83461.023438,0.602405,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.453053
2.191179,1.000000,-8115.760742,-10.387035,2836.778169,2137.287109,7012.835449,281.011749,300.541870,327.646563,-16.995722,0.631428,2.146326,-59.766266,-19.523397,-20.841122,2121.859375,-0.067529,0.005914,-0.000753,0.468966,0.433513,-1.404544,83461.023438,0.599092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.644680
2.242107,1.000000,-8107.111328,-10.369817,2833.728565,2134.249512,7002.747070,282.722748,300.620819,327.566746,-17.063786,0.638875,2.134782,-59.940453,-19.580384,-20.845234,2118.711182,-0.063201,0.005772,-0.000743,0.471729,0.437077,-1.276745,83461.023438,0.598782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.817719
2.292204,1.000000,-8099.400391,-10.354441,2830.720117,2131.253174,6993.725586,284.286926,300.690979,327.495441,-17.124460,0.645945,2.129492,-60.095364,-19.631072,-20.848459,2115.904785,-0.061845,0.005643,-0.000734,0.474184,0.440502,-1.155001,83461.023438,0.601219,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.987263
2.348641,1.000000,-8089.402344,-10.334466,2827.320864,2127.867188,6981.990234,285.916107,300.782318,327.403493,-17.185722,0.653612,2.130065,-60.294468,-19.696222,-20.852011,2112.265625,-0.056008,0.005492,-0.000724,0.477381,0.444271,-1.023769,83461.023438,0.603922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.176540
2.402679,1.000000,-8080.218262,-10.316075,2824.056175,2124.615234,6971.172363,287.353882,300.866608,327.319553,-17.237516,0.660671,2.136942,-60.475746,-19.755538,-20.854656,2108.923096,-0.052123,0.005353,-0.000714,0.480332,0.447811,-0.901590,83461.023438,0.607358,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.356125
2.454929,1.000000,-8071.628906,-10.298839,2820.890350,2121.461670,6961.021973,288.639679,300.944977,327.241902,-17.281462,0.667227,2.148818,-60.642750,-19.810189,-20.856600,2105.796631,-0.049534,0.005228,-0.000705,0.483074,0.451168,-0.789232,83461.023438,0.612362,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.527000
2.505664,1.000000,-8062.965332,-10.281415,2817.807886,2118.391357,6950.753418,289.796509,301.023529,327.164724,-17.318653,0.673345,2.164911,-60.808502,-19.864425,-20.858051,2102.643311,-0.046133,0.005104,-0.000697,0.485823,0.454375,-0.684724,83461.023438,0.618843,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.690109
2.557130,1.000000,-8054.179199,-10.263703,2814.672690,2115.268066,6940.308105,290.883942,301.103485,327.087696,-17.351063,0.679315,2.185608,-60.973663,-19.918463,-20.859009,2099.445557,-0.043060,0.004981,-0.000688,0.488622,0.457585,-0.582080,83461.023438,0.625411,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.852688
2.610913,1.000000,-8045.118652,-10.245394,2811.387540,2111.995605,6929.503906,291.935303,301.185242,327.010103,-17.379461,0.685293,2.211321,-61.139809,-19.972817,-20.859461,2096.147705,-0.040450,0.004859,-0.000680,0.491483,0.460888,-0.481106,83461.023438,0.633344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.018349
2.668040,1.000000,-8035.690918,-10.226290,2807.888532,2108.510010,6918.228027,292.964233,301.269104,326.931443,-17.403860,0.691359,2.242697,-61.307800,-20.027776,-20.859373,2092.716309,-0.038520,0.004733,-0.000672,0.494419,0.464342,-0.380950,83461.023438,0.643922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.189125
2.718928,1.000000,-8027.177734,-10.208989,2804.763601,2105.397217,6908.016602,293.810303,301.344910,326.862452,-17.420958,0.696518,2.273767,-61.454899,-20.075895,-20.858807,2089.617920,-0.036626,0.004624,-0.000665,0.497071,0.467375,-0.297251,83461.023438,0.652375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.336609
2.773005,1.000000,-8017.900391,-10.190079,2801.434797,2102.081055,6896.857910,294.641846,301.426605,326.789546,-17.434599,0.701766,2.309706,-61.610279,-20.126716,-20.857687,2086.241211,-0.034131,0.004510,-0.000658,0.499931,0.470560,-0.213228,83461.023438,0.662584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.488441
2.825131,1.000000,-8009.187500,-10.172265,2798.218492,2098.876953,6886.350586,295.382599,301.502594,326.723343,-17.443583,0.706589,2.346851,-61.751190,-20.172800,-20.856182,2083.069824,-0.032742,0.004404,-0.000652,0.502591,0.473594,-0.137192,83461.023438,0.673202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.629726
2.876451,1.000000,-8000.598145,-10.154649,2795.044895,2095.715332,6875.966797,296.058167,301.576843,326.660463,-17.448698,0.711114,2.385440,-61.884914,-20.216528,-20.854271,2079.943604,-0.031521,0.004304,-0.000646,0.505189,0.476545,-0.067728,83461.023438,0.683560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.763584
2.928111,1.000000,-7991.910645,-10.136773,2791.843505,2092.526123,6865.439453,296.688538,301.650848,326.599302,-17.450396,0.715457,2.425941,-62.014759,-20.258987,-20.851921,2076.781738,-0.030308,0.004203,-0.000641,0.507779,0.479479,-0.003353,83461.023438,0.694921,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.892841
2.980569,1.000000,-7983.083008,-10.118546,2788.586008,2089.280518,6854.718262,297.281464,301.725372,326.539744,-17.448881,0.719647,2.468440,-62.140942,-20.300248,-20.849133,2073.568604,-0.029236,0.004107,-0.000636,0.510388,0.482421,0.056570,83461.023438,0.705768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-61.018391
3.036242,1.000000,-7973.754395,-10.099212,2785.121880,2085.829346,6843.362305,297.862579,301.802979,326.479681,-17.443977,0.723860,2.514822,-62.268196,-20.341853,-20.845753,2070.173340,-0.028444,0.004004,-0.000632,0.513105,0.485506,0.115137,83461.023438,0.718179,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-61.145454
3.087201,1.000000,-7965.333984,-10.081695,2781.945049,2082.664307,6833.090820,298.354492,301.871765,326.428012,-17.436775,0.727506,2.558068,-62.377346,-20.377541,-20.842348,2067.108643,-0.028174,0.003916,-0.000628,0.515512,0.488294,0.163415,83461.023438,0.729859,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-61.255875
3.138380,1.000000,-7956.670410,-10.063602,2778.749015,2079.480225,6822.502441,298.813141,301.941711,326.377529,-17.427200,0.730976,2.601989,-62.483944,-20.412391,-20.838505,2063.955322,-0.027454,0.003828,-0.000625,0.517960,0.491058,0.207035,83461.023438,0.741510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-61.361095
3.190818,1.000000,-7947.953613,-10.045326,2775.468950,2076.212158,6811.829102,299.249054,302.010925,326.329212,-17.415203,0.734333,2.647283,-62.585438,-20.445583,-20.834307,2060.782471,-0.027273,0.003743,-0.000622,0.520382,0.493853,0.247084,83461.023438,0.753285,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-61.463078
3.243006,1.000000,-7939.118652,-10.026725,2772.199397,2072.954834,6800.992188,299.651123,302.079926,326.282882,-17.401310,0.737480,2.692420,-62.682442,-20.477310,-20.829735,2057.566895,-0.026810,0.003659,-0.000620,0.522797,0.496598,0.282492,83461.023438,0.765069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-61.558758
3.300045,1.000000,-7929.696777,-10.006799,2768.620413,2069.388916,6789.416016,300.057465,302.150269,326.236374,-17.384138,0.740699,2.741554,-62.779510,-20.509063,-20.824530,2054.137695,-0.026919,0.003569,-0.000618,0.525259,0.499553,0.315775,83461.023438,0.780867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-61.656605
3.355328,1.000000,-7920.248047,-9.986720,2765.146525,2065.927734,6777.787598,300.420532,302.223846,326.192684,-17.365816,0.743610,2.788868,-62.870129,-20.538718,-20.818985,2050.698486,-0.026621,0.003484,-0.000616,0.527834,0.502380,0.344892,83461.023438,0.788938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-61.745350
3.405633,1.000000,-7911.855469,-9.968803,2761.981351,2062.774170,6767.444336,300.726959,302.286011,326.156201,-17.347845,0.746086,2.831432,-62.945332,-20.563339,-20.813812,2047.643921,-0.026875,0.003410,-0.000615,0.530010,0.504916,0.367452,83461.023438,0.799779,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-61.820583
3.461502,1.000000,-7902.515137,-9.948770,2758.461851,2059.267578,6755.916992,301.042480,302.353912,326.118206,-17.326677,0.748642,2.877958,-63.023037,-20.588794,-20.807789,2044.244385,-0.027205,0.003328,-0.000614,0.532387,0.507691,0.388508,83461.023438,0.811532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-61.898117
3.517561,1.000000,-7893.177246,-9.928637,2754.926233,2055.744873,6744.377441,301.335083,302.419800,326.082791,-17.304375,0.751014,2.923687,-63.094585,-20.612254,-20.801506,2040.845581,-0.027671,0.003250,-0.000613,0.534693,0.510431,0.405555,83461.023438,0.823688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-61.969677
3.570611,1.000000,-7884.375977,-9.909565,2751.576874,2052.407471,6733.488770,301.591736,302.481354,326.051825,-17.282499,0.753086,2.965903,-63.156384,-20.632537,-20.795378,2037.642212,-0.028238,0.003181,-0.000612,0.536847,0.512980,0.417965,83461.023438,0.833817,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-62.031742
3.622785,1.000000,-7875.519043,-9.890275,2748.279772,2049.122314,6722.519531,301.826324,302.541779,326.022846,-17.260424,0.754962,3.006334,-63.213413,-20.651278,-20.789015,2034.418579,-0.028481,0.003111,-0.000612,0.538963,0.515447,0.427256,83461.023438,0.843899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-62.087688
3.675200,1.000000,-7866.732910,-9.871042,2744.964655,2045.819092,6711.628418,302.045532,302.600250,325.996092,-17.237829,0.756692,3.045783,-63.265038,-20.668271,-20.782534,2031.220703,-0.029005,0.003044,-0.000612,0.541009,0.517885,0.433934,83461.023438,0.853968,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-62.138973
3.727662,1.000000,-7858.001465,-9.851830,2741.644025,2042.510620,6700.795410,302.249847,302.657745,325.971474,-17.214939,0.758273,3.084009,-63.311550,-20.683610,-20.775930,2028.042725,-0.029696,0.002982,-0.000612,0.543021,0.520286,0.438156,83461.023438,0.862967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-62.185535
3.779369,1.000000,-7849.320313,-9.832626,2738.368936,2039.247314,6690.016113,302.437439,302.713501,325.948843,-17.192213,0.759693,3.120389,-63.353287,-20.697406,-20.769220,2024.883057,-0.030294,0.002920,-0.000612,0.544972,0.522612,0.440048,83461.023438,0.871948,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-62.226910
