time,phase,along_m,cross_m,elevation_m,agl_m,height_ft,ias,eas,groundspeed_kt,pitch,bank,alpha,vy,gamma,gamma_cmd,h_cmd,yoke,roll,rudder,speedbrake,speedbrake_actual,Q,mass,nz,main_wow,nose_wow,gear_cmd,gear0,gear1,gear2,chute,brakes,derotating,local_vy,radar_height_ft
0.003649,1.000000,-8483.588867,-11.120764,2965.408339,2265.495361,7433.715820,0.003940,0.000000,325.841886,-12.000010,-0.000025,7.990820,-62.312748,-20.391779,-20.544558,2255.737793,-0.025155,0.048188,-0.000003,0.000000,0.000000,-0.004586,83460.992188,1.709870,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-61.137711,7436.303711
0.053900,1.000000,-8482.977539,-11.119403,2962.292018,2262.378174,7433.006348,2.267987,298.620667,325.858704,-12.004990,0.033004,7.865983,-62.285408,-20.382602,-20.544867,2255.515381,-0.015868,-0.002242,0.000550,0.025126,0.000000,-0.130431,83460.992188,1.728554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.777340,7432.005859
0.110283,1.000000,-8466.535156,-11.083281,2958.812870,2258.898438,7413.073242,6.949933,298.621490,326.258590,-12.018198,0.065590,7.715635,-61.576687,-20.146729,-20.539297,2249.530762,-0.092141,0.014729,0.000190,0.053317,0.003972,-0.353715,83460.992188,1.777307,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.363651,7412.072754
0.160683,1.000000,-8457.963867,-11.064775,2955.723187,2255.807861,7402.779785,13.142178,298.607727,326.462270,-12.043892,0.089276,7.562212,-61.184929,-20.017268,-20.538010,2246.411133,-0.127921,0.015824,0.000102,0.078517,0.009753,-0.649846,83460.992188,1.786102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.976242,7401.779785
0.211554,1.000000,-8449.496094,-11.046700,2952.624457,2252.708740,7392.681641,20.904282,298.589355,326.657052,-12.086232,0.111954,7.391198,-60.796429,-19.889237,-20.537909,2243.329102,-0.154574,0.015670,0.000043,0.103953,0.017482,-0.991018,83460.992188,1.776703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.585007,7391.681152
0.269624,1.000000,-8439.973633,-11.026606,2949.111241,2249.194580,7381.412109,31.171741,298.567505,326.867168,-12.156620,0.136917,7.177335,-60.367836,-19.748196,-20.539227,2239.863281,-0.175750,0.015295,-0.000020,0.132988,0.028399,-1.405663,83460.992188,1.748113,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.148239,7380.404785
0.319751,1.000000,-8431.192383,-11.008268,2946.098440,2246.181152,7371.097168,40.906322,298.549927,327.051628,-12.236844,0.157773,6.978246,-59.987839,-19.623191,-20.541725,2236.666992,-0.193256,0.014946,-0.000074,0.158051,0.039456,-1.768607,83460.992188,1.712566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.786324,7370.089844
0.375086,1.000000,-8422.019531,-10.989291,2942.793068,2242.875000,7360.397949,52.320156,298.536865,327.233804,-12.346202,0.180099,6.746211,-59.614758,-19.500350,-20.545586,2233.328369,-0.181239,0.014542,-0.000135,0.185719,0.053200,-2.145832,83460.992188,1.639201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.413292,7359.390625
0.430349,1.000000,-8412.772461,-10.970319,2939.510935,2239.596680,7349.681641,64.154198,298.544281,327.403137,-12.472995,0.201739,6.515127,-59.293049,-19.393713,-20.550644,2229.962891,-0.153516,0.014091,-0.000198,0.213350,0.068388,-2.404414,83460.992188,1.528761,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.098484,7348.674805
0.482938,1.000000,-8404.021484,-10.952493,2936.402310,2236.500732,7339.596680,75.620674,298.567017,327.549543,-12.604053,0.221761,6.299972,-59.037510,-19.308339,-20.556360,2226.777832,-0.137880,0.013682,-0.000257,0.239645,0.084062,-2.556678,83460.992188,1.448129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.846558,7338.565430
0.533288,1.000000,-8395.317383,-10.934865,2933.437467,2233.548096,7329.609375,86.644684,298.599945,327.682838,-12.735380,0.240415,6.098952,-58.819569,-19.235057,-20.562778,2223.609619,-0.129375,0.013312,-0.000310,0.264820,0.100072,-2.646194,83460.992188,1.385445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.639061,7328.578125
0.583339,1.000000,-8387.066406,-10.918235,2930.499842,2230.622314,7320.176758,97.541100,298.638977,327.798633,-12.869376,0.258464,5.904164,-58.639652,-19.174244,-20.569445,2220.606689,-0.124976,0.012965,-0.000359,0.289845,0.116861,-2.699966,83460.992188,1.335750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.458946,7319.145508
0.635543,1.000000,-8378.198242,-10.900441,2927.444814,2227.580078,7310.073730,108.750771,298.683746,327.911996,-13.011295,0.276767,5.706368,-58.469936,-19.116654,-20.577204,2217.378906,-0.123194,0.012622,-0.000405,0.315947,0.135207,-2.731788,83460.992188,1.291124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.294003,7309.042969
0.685746,1.000000,-8369.718750,-10.883492,2924.514464,2224.661621,7300.442871,119.304337,298.730042,328.009966,-13.148916,0.293829,5.521299,-58.327229,-19.068086,-20.585104,2214.292480,-0.123169,0.012386,-0.000467,0.341049,0.153582,-2.747854,83460.992188,1.253717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.154327,7299.584473
0.741519,1.000000,-8360.199219,-10.864533,2921.266641,2221.427246,7289.658691,130.702515,298.783234,328.108677,-13.302445,0.312206,5.321473,-58.186981,-19.020225,-20.594452,2210.827637,-0.124296,0.012042,-0.000528,0.368935,0.174752,-2.755821,83460.992188,1.216131,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.018402,7288.800293
0.792442,1.000000,-8351.817383,-10.847896,2918.307414,2218.480225,7280.187012,140.767136,298.829773,328.186061,-13.442846,0.328498,5.144179,-58.079311,-18.983396,-20.603079,2207.776855,-0.125980,0.011728,-0.000577,0.394397,0.194700,-2.757557,83460.992188,1.185084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.910328,7279.328613
0.848248,1.000000,-8342.307617,-10.829066,2915.070292,2215.256592,7269.462891,151.385178,298.883911,328.263328,-13.596696,0.345837,4.955355,-57.973564,-18.947158,-20.613241,2204.315674,-0.128258,0.011391,-0.000622,0.410936,0.216978,-2.755852,83460.992188,1.152774,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.808064,7268.604492
0.899899,1.000000,-8333.464844,-10.811597,2912.078852,2212.277588,7259.509766,160.794586,298.934540,328.325437,-13.738951,0.361422,4.785548,-57.889988,-18.918463,-20.623011,2201.097168,-0.130568,0.011091,-0.000658,0.412709,0.236159,-2.752652,83460.992188,1.124363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.727657,7258.782715
0.950091,1.000000,-8325.001953,-10.794904,2909.175548,2209.386475,7249.998047,169.541931,298.982971,328.376513,-13.877019,0.376150,4.624936,-57.822662,-18.895292,-20.632593,2198.016846,-0.132866,0.010808,-0.000688,0.414404,0.253151,-2.749176,83460.992188,1.097957,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.662025,7249.270508
1.007710,1.000000,-8315.487305,-10.776160,2905.846286,2206.070801,7239.317383,179.100525,299.037659,328.424682,-14.035308,0.392566,4.445704,-57.761173,-18.874049,-20.643600,2194.553955,-0.135483,0.010496,-0.000716,0.416318,0.270861,-2.745449,83460.992188,1.068870,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.601311,7238.590332
1.060164,1.000000,-8306.562500,-10.758594,2902.818111,2203.055420,7229.308594,187.338715,299.089600,328.461372,-14.179244,0.407070,4.287180,-57.716839,-18.858629,-20.654095,2191.305664,-0.137776,0.010220,-0.000738,0.418136,0.285480,-2.742864,83460.992188,1.042771,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.559338,7228.581543
1.112603,1.000000,-8297.678711,-10.741118,2899.792662,2200.042725,7219.355469,195.140320,299.141052,328.490143,-14.323026,0.421162,4.132958,-57.685184,-18.847482,-20.664705,2188.072021,-0.139972,0.009953,-0.000756,0.419937,0.298814,-2.741125,83460.992188,1.017341,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.529694,7218.832031
