time,phase,along_m,cross_m,elevation_m,agl_m,height_ft,ias,eas,groundspeed_kt,pitch,bank,alpha,vy,gamma,gamma_cmd,h_cmd,yoke,roll,rudder,speedbrake,speedbrake_actual,Q,mass,nz,main_wow,nose_wow,gear_cmd,gear0,gear1,gear2,chute,brakes,derotating,local_vy,radar_height_ft
0.003530,1.000000,-8483.588867,-11.120764,2965.415719,2265.502686,7433.715820,0.003687,0.000000,325.841886,-12.000006,-0.000018,7.994698,-62.312748,-20.391779,-20.544558,2255.737793,-0.025270,0.048104,-0.000002,0.000000,0.000000,-0.003614,102530.015625,1.392239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-61.149948,7435.938965
0.053781,1.000000,-8482.998047,-11.119447,2962.292850,2262.379150,7433.030273,2.264542,298.624817,325.855115,-12.004075,0.027537,7.920075,-62.297634,-20.386480,-20.544868,2255.522949,-0.016545,0.005353,0.000464,0.025126,0.000000,-0.106636,102530.015625,1.412371,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.946579,7435.253418
0.103785,1.000000,-8467.303711,-11.084855,2959.193307,2259.278809,7413.940918,6.249321,298.741791,326.169014,-12.012748,0.056096,7.839996,-61.916176,-20.253914,-20.538626,2249.810547,-0.060291,0.014140,0.000228,0.050128,0.003440,-0.244029,102530.015625,1.433862,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.740139,7412.997559
0.159232,1.000000,-8457.988281,-11.064610,2955.768671,2255.853271,7402.670410,12.877655,298.804688,326.353029,-12.031914,0.082885,7.739505,-61.679581,-20.172313,-20.535913,2246.419922,-0.080421,0.015598,0.000132,0.077851,0.009678,-0.440290,102530.015625,1.435578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.503632,7401.727051
0.215206,1.000000,-8448.577148,-11.044373,2952.324751,2252.408936,7391.336426,21.414650,298.866150,326.534701,-12.062910,0.108230,7.627021,-61.441441,-20.090386,-20.534039,2242.994629,-0.096395,0.015533,0.000071,0.105838,0.018268,-0.657299,102530.015625,1.429743,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.266090,7390.393066
0.265691,1.000000,-8440.084961,-11.026279,2949.229834,2249.313232,7381.152832,30.317823,298.920410,326.694276,-12.101520,0.130218,7.516517,-61.230782,-20.017982,-20.533077,2239.903809,-0.107690,0.015246,0.000022,0.131081,0.027788,-0.859841,102530.015625,1.417406,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.056385,7380.209473
0.316238,1.000000,-8431.616211,-11.008380,2946.141532,2246.224365,7371.037109,40.074154,298.974731,326.848868,-12.150444,0.151537,7.397930,-61.027328,-19.948031,-20.532774,2236.821289,-0.116274,0.014914,-0.000026,0.156354,0.038836,-1.062747,102530.015625,1.400137,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.853271,7370.010254
0.367034,1.000000,-8423.147461,-10.990613,2943.048109,2243.130127,7360.959961,50.482243,299.030884,326.998535,-12.209823,0.172303,7.271526,-60.832695,-19.881018,-20.533119,2233.739014,-0.122530,0.014573,-0.000072,0.181752,0.051320,-1.261595,102530.015625,1.380362,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.658138,7359.933105
0.419381,1.000000,-8414.296875,-10.972171,2939.870296,2239.951660,7350.468262,61.625351,299.091187,327.149153,-12.281339,0.193050,7.134661,-60.640484,-19.814685,-20.534136,2230.517578,-0.127721,0.014225,-0.000118,0.207926,0.065489,-1.456501,102530.015625,1.355907,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.468346,7349.441406
0.474171,1.000000,-8405.065430,-10.953058,2936.554401,2236.650635,7339.564941,73.530243,299.156799,327.299681,-12.366733,0.214085,6.985261,-60.453411,-19.749913,-20.535862,2227.157715,-0.131183,0.013866,-0.000165,0.235321,0.081608,-1.647530,102530.015625,1.327998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.283081,7338.538574
