time,phase,along_m,cross_m,elevation_m,agl_m,height_ft,ias,eas,groundspeed_kt,pitch,bank,alpha,vy,gamma,gamma_cmd,h_cmd,yoke,roll,rudder,speedbrake,speedbrake_actual,Q,mass,nz,main_wow,nose_wow,gear_cmd,gear0,gear1,gear2,chute,brakes,derotating,local_vy,radar_height_ft
0.004230,4.000000,-8483.588867,-11.120764,2965.372162,2265.458740,0.000000,0.005294,0.000000,325.841886,-12.000013,-0.000033,7.989359,-62.312748,-20.391779,-16.298019,2255.737793,0.421379,0.048249,-0.000004,0.002115,0.000000,-0.005313,83460.992188,1.709681,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-61.133354,7424.649902
0.054481,1.000000,-8482.880859,-11.119185,2962.241720,2262.327881,7432.887695,2.284482,298.620514,325.861344,-11.953176,0.029458,8.045347,-62.281059,-20.381145,-20.544809,2255.480225,-0.245571,0.002699,0.000002,0.000000,0.000207,1.234257,83460.992188,0.963700,0.000000,0.000000,0.000000,0.031361,0.020063,0.019609,0.000000,0.000000,0.000000,-61.147507,7423.821777
0.107357,1.000000,-8466.765625,-11.083615,2958.964631,2259.050049,7413.238281,6.579274,298.487457,325.943978,-11.909290,0.060131,7.902933,-61.784966,-20.227296,-20.538002,2249.614746,-0.239541,0.013935,-0.000245,0.026438,0.001349,0.497330,83460.992188,2.080279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.564861,7404.172363
0.162935,1.000000,-8457.458008,-11.063451,2955.551888,2255.636719,7402.024902,13.351921,298.391937,326.175124,-11.903345,0.086696,7.722681,-61.206108,-20.039872,-20.536001,2246.227051,-0.253055,0.015608,-0.000272,0.054227,0.005307,-0.231453,83460.992188,2.026662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.989101,7392.958984
0.214087,1.000000,-8448.886719,-11.045128,2952.438436,2252.522705,7391.801270,21.187780,298.315460,326.379131,-11.932684,0.109575,7.530962,-60.701595,-19.876228,-20.535858,2243.107422,-0.260751,0.015582,-0.000272,0.079803,0.011171,-0.863887,83460.992188,1.968728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.487907,7390.796875
0.268915,1.000000,-8439.785156,-11.025896,2949.128656,2249.212158,7381.043945,30.864325,298.247406,326.585985,-11.998718,0.133179,7.301658,-60.199360,-19.712981,-20.537342,2239.794678,-0.263480,0.015253,-0.000281,0.107217,0.019597,-1.496383,83460.992188,1.897682,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.985054,7380.039551
0.323330,1.000000,-8430.599609,-11.006697,2945.869500,2245.951904,7370.284180,41.428997,298.202087,326.783199,-12.095759,0.155854,7.061316,-59.747688,-19.565441,-20.540443,2236.451416,-0.209092,0.014811,-0.000303,0.134424,0.029918,-2.006625,83460.992188,1.748530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.546207,7369.279785
0.373663,1.000000,-8422.408203,-10.989728,2942.874152,2242.956299,7360.757813,51.799301,298.190704,326.947044,-12.205868,0.176255,6.840056,-59.412224,-19.454845,-20.544357,2233.469971,-0.174145,0.014380,-0.000335,0.159591,0.041016,-2.325142,83460.992188,1.629850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.208935,7359.753418
0.425193,1.000000,-8413.457031,-10.971323,2939.823622,2239.905029,7350.410156,62.796696,298.199829,327.112729,-12.331980,0.196589,6.617145,-59.103493,-19.352212,-20.549671,2230.211914,-0.151206,0.013956,-0.000373,0.185356,0.053774,-2.538738,83460.992188,1.529484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.917564,7349.465332
0.481116,1.000000,-8404.065430,-10.952147,2936.528523,2236.626221,7339.612793,74.958412,298.227692,327.272007,-12.478547,0.218033,6.380835,-58.830372,-19.260703,-20.556236,2226.793701,-0.136466,0.013534,-0.000415,0.213317,0.069070,-2.681948,83460.992188,1.446975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.649414,7338.667480
0.536853,1.000000,-8394.795898,-10.933335,2933.258097,2233.369385,7329.006836,87.143425,298.265900,327.415684,-12.630713,0.238763,6.151693,-58.600208,-19.183063,-20.563570,2223.419922,-0.128582,0.013138,-0.000454,0.241186,0.085654,-2.765464,83460.992188,1.382191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.420918,7328.062012
0.593001,1.000000,-8385.225586,-10.914016,2929.975461,2230.100098,7318.103516,99.335342,298.312775,327.550848,-12.787525,0.259004,5.927523,-58.395222,-19.113522,-20.571917,2219.936523,-0.124914,0.012757,-0.000490,0.269260,0.103566,-2.812547,83460.992188,1.327776,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.222054,7317.203125
0.648218,1.000000,-8376.014648,-10.895500,2926.757356,2226.895264,7307.645508,111.127434,298.362671,327.668749,-12.943608,0.278301,5.713581,-58.223846,-19.055118,-20.580559,2216.583984,-0.123919,0.012404,-0.000521,0.296868,0.122240,-2.836309,83460.992188,1.282731,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.051968,7306.745605
0.705055,1.000000,-8366.465820,-10.876381,2923.453953,2223.605713,7296.838867,122.971199,298.416992,327.778612,-13.105186,0.297492,5.499993,-58.069138,-19.002211,-20.590101,2213.108643,-0.124516,0.012133,-0.000575,0.325287,0.142436,-2.846891,83460.992188,1.241596,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.899601,7295.938965
0.761872,1.000000,-8356.874023,-10.857245,2920.159730,2220.324951,7286.015137,134.437759,298.473541,327.877145,-13.267044,0.316050,5.293026,-57.934689,-18.956069,-20.600210,2209.617432,-0.126055,0.011787,-0.000621,0.353695,0.163511,-2.849481,83460.992188,1.204111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.767910,7285.115234
0.818049,1.000000,-8347.411133,-10.838420,2916.909402,2217.088379,7275.360840,145.354401,298.530090,327.963102,-13.427074,0.333833,5.094624,-57.820801,-18.916852,-20.610596,2206.173340,-0.128125,0.011451,-0.000660,0.381784,0.185128,-2.847478,83460.992188,1.169768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.656250,7274.671387
