time,phase,along_m,cross_m,elevation_m,agl_m,height_ft,ias,eas,groundspeed_kt,pitch,bank,alpha,vy,gamma,gamma_cmd,h_cmd,yoke,roll,rudder,speedbrake,speedbrake_actual,Q,mass,nz,main_wow,nose_wow,gear_cmd,gear0,gear1,gear2,chute,brakes,derotating,local_vy,radar_height_ft
0.050251,1.000000,13056.995117,12.515528,2962.512709,2262.598877,7402.884277,0.747316,0.000000,325.841886,-12.001764,-0.003784,7.923513,-62.312748,-20.391779,-5.329615,-342.462372,0.434817,-0.050015,-0.000156,0.000000,0.000000,-0.049161,102530.015625,1.384381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.951328,7432.711426
0.100503,1.000000,-8475.176758,-11.102188,2959.387250,2259.472900,7423.505371,4.189726,298.671265,326.028838,-11.964396,-0.031044,8.000889,-62.099434,-20.316989,-20.541534,2252.676025,-0.246002,0.089136,0.000478,0.000000,0.000000,1.001591,102530.015625,0.743907,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-61.077148,7422.501953
0.173041,1.000000,-8462.046875,-11.073451,2954.896494,2254.981201,7407.509277,12.582175,298.760834,326.097502,-11.927284,-0.013406,7.877991,-62.015564,-20.287864,-20.536205,2247.897217,-0.165188,0.018932,0.001959,0.036269,0.001222,0.268055,102530.015625,1.624431,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.593452,7406.505859
0.227394,1.000000,-8446.838867,-11.040883,2951.550113,2251.634033,7389.135742,20.588787,298.787903,326.408851,-11.926283,0.013316,7.772124,-61.467171,-20.105254,-20.532194,2242.362061,-0.188022,0.018185,0.001756,0.063445,0.006043,-0.192855,102530.015625,1.589491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.272266,7388.131836
0.277981,1.000000,-8438.364258,-11.023073,2948.450835,2248.534180,7378.969727,29.279881,298.805725,326.576256,-11.947214,0.037621,7.656648,-61.181568,-20.009824,-20.531164,2239.277344,-0.186548,0.017695,0.001565,0.088739,0.012627,-0.595475,102530.015625,1.552791,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.988903,7377.947754
0.329227,1.000000,-8429.975586,-11.005677,2945.325255,2245.407715,7368.959961,38.998463,298.830170,326.736869,-11.988224,0.061596,7.525984,-60.917477,-19.921239,-20.531021,2236.224121,-0.182690,0.017268,0.001374,0.114362,0.021136,-0.967776,102530.015625,1.512851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.721256,7367.937988
0.388085,1.000000,-8420.171875,-10.985610,2941.751532,2241.833252,7357.321289,50.956612,298.868103,326.917799,-12.057476,0.088338,7.361763,-60.633598,-19.825539,-20.531847,2232.656006,-0.178323,0.016779,0.001165,0.143791,0.032967,-1.350380,102530.015625,1.465262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.439190,7356.299316
0.445001,1.000000,-8410.289063,-10.965643,2938.310651,2238.399658,7345.649902,63.033272,298.915894,327.091996,-12.144404,0.113422,7.191465,-60.375294,-19.737920,-20.533693,2229.058838,-0.175553,0.016306,0.000975,0.172249,0.046283,-1.674271,102530.015625,1.416545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.193096,7344.648926
0.503909,1.000000,-8400.916992,-10.946922,2934.763240,2234.866455,7334.631836,75.814316,298.970184,327.249346,-12.252395,0.138605,7.005946,-60.156364,-19.663117,-20.536276,2225.647705,-0.167457,0.015832,0.000790,0.201703,0.061776,-1.963677,102530.015625,1.368714,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.965916,7333.630859
0.559835,1.000000,-8391.043945,-10.927404,2931.406931,2231.523682,7323.073242,88.007858,299.035858,327.406192,-12.369306,0.161809,6.823903,-59.953388,-19.593160,-20.539803,2222.054199,-0.164418,0.015383,0.000626,0.229666,0.077939,-2.194720,102530.015625,1.320084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.776760,7322.072266
0.614070,1.000000,-8381.867188,-10.909426,2928.161489,2228.291260,7312.367188,99.749771,299.104462,327.543551,-12.493925,0.183679,6.643732,-59.789505,-19.536091,-20.543705,2218.714111,-0.159205,0.014962,0.000479,0.256783,0.094817,-2.381524,102530.015625,1.274960,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.617062,7311.366211
0.669239,1.000000,-8372.592773,-10.891398,2924.868331,2225.011475,7301.581055,111.504059,299.180328,327.673821,-12.629990,0.205301,6.458942,-59.647961,-19.486167,-20.548210,2215.338623,-0.149596,0.014541,0.000340,0.284368,0.113066,-2.533175,102530.015625,1.226269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.478817,7300.740723
0.723576,1.000000,-8363.439453,-10.873729,2921.631504,2221.787842,7290.963379,122.806213,299.262451,327.793146,-12.770811,0.226008,6.278625,-59.534706,-19.445399,-20.553120,2212.007080,-0.139738,0.014131,0.000215,0.311537,0.132000,-2.635812,102530.015625,1.177657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.369099,7290.123047
0.776936,1.000000,-8354.398438,-10.856380,2918.458013,2218.627197,7280.496582,133.577042,299.349335,327.902268,-12.913463,0.245787,6.104329,-59.445770,-19.412547,-20.558319,2208.716309,-0.134044,0.013741,0.000103,0.338217,0.151424,-2.701590,102530.015625,1.137866,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.283440,7279.656250
0.829143,1.000000,-8345.587891,-10.839561,2915.356996,2215.538574,7270.313965,143.756073,299.437836,328.000593,-13.055736,0.264615,5.936874,-59.377350,-19.386493,-20.563673,2205.509521,-0.131122,0.013380,0.000004,0.364320,0.171146,-2.742759,102530.015625,1.104768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.217339,7269.473633
0.887162,1.000000,-8335.967773,-10.821284,2911.914263,2212.109863,7259.211914,154.614456,299.537140,328.098978,-13.215772,0.284941,5.754617,-59.320053,-19.363803,-20.569803,2202.008301,-0.130036,0.013002,-0.000097,0.393330,0.193807,-2.769715,102530.015625,1.073257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.161304,7258.494629
0.941309,1.000000,-8326.588867,-10.803542,2908.703771,2208.912354,7248.399414,164.300125,299.632477,328.185913,-13.366110,0.303313,5.588710,-59.279972,-19.346947,-20.575970,2198.594482,-0.126612,0.012730,-0.000198,0.420403,0.215573,-2.779038,102530.015625,1.039661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.124554,7247.682129
0.995937,1.000000,-8317.407227,-10.786242,2905.466297,2205.687988,7237.822266,173.602386,299.732544,328.262378,-13.517745,0.321267,5.426626,-59.257076,-19.335859,-20.582151,2195.252686,-0.122560,0.012404,-0.000296,0.440639,0.238038,-2.770095,102530.015625,1.011299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.103355,7237.104980
1.051188,1.000000,-8308.018555,-10.768614,2902.192628,2202.427490,7227.013184,182.535797,299.834381,328.331992,-13.670096,0.338902,5.268766,-59.249065,-19.329644,-20.588581,2191.835449,-0.118851,0.012059,-0.000384,0.444203,0.259467,-2.743950,102530.015625,0.982574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.097176,7226.295410
1.109650,1.000000,-8299.204102,-10.752110,2898.728600,2198.977539,7216.866211,191.473129,299.931061,328.390068,-13.829232,0.357007,5.108876,-59.254742,-19.328193,-20.594654,2188.627197,-0.114239,0.011709,-0.000465,0.447587,0.280112,-2.700920,102530.015625,0.956056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.105942,7216.349121
1.160659,1.000000,-8289.633789,-10.734236,2895.705417,2195.966553,7205.849609,198.833923,300.036926,328.445533,-13.965703,0.372348,4.975780,-59.274292,-19.331074,-20.601261,2185.144043,-0.111760,0.011400,-0.000527,0.451293,0.296580,-2.652073,102530.015625,0.931576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.125732,7205.332520
1.215803,1.000000,-8280.326172,-10.716886,2892.435701,2192.710449,7195.130371,206.343124,300.141754,328.492516,-14.110177,0.388467,4.838782,-59.305710,-19.337999,-20.607618,2181.756348,-0.108314,0.011085,-0.000585,0.454961,0.312960,-2.590179,102530.015625,0.908704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.158657,7194.613281
1.267626,1.000000,-8271.587891,-10.700624,2889.360955,2189.648193,7185.062988,212.991074,300.240967,328.530660,-14.242617,0.403181,4.716757,-59.345463,-19.347919,-20.613531,2178.575928,-0.105144,0.010796,-0.000633,0.458434,0.327136,-2.524490,102530.015625,0.888765,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.199791,7184.663574
1.318725,1.000000,-8263.051758,-10.684756,2886.326835,2186.626709,7175.221191,219.166641,300.338562,328.562782,-14.369699,0.417291,4.602913,-59.393192,-19.360570,-20.619200,2175.468994,-0.102058,0.010523,-0.000673,0.461850,0.340080,-2.453824,102530.015625,0.870609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.249298,7174.822266
1.373022,1.000000,-8254.018555,-10.667981,2883.099796,2183.412598,7164.798340,225.332840,300.442474,328.591672,-14.500621,0.431847,4.489030,-59.452484,-19.376881,-20.625072,2172.181152,-0.098868,0.010240,-0.000709,0.465486,0.352821,-2.373530,102530.015625,0.852916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.310844,7164.399414
1.423608,1.000000,-8245.264648,-10.651731,2880.090107,2180.415039,7154.686523,230.721161,300.544159,328.614926,-14.618567,0.445017,4.389521,-59.517948,-19.395354,-20.630589,2168.994873,-0.095727,0.009984,-0.000738,0.469046,0.363850,-2.294647,102530.015625,0.837250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.375893,7154.287598
1.478150,1.000000,-8236.015625,-10.634571,2876.841158,2177.179199,7143.991211,236.163162,300.652344,328.634828,-14.741168,0.458805,4.289345,-59.595001,-19.417498,-20.636242,2165.628662,-0.092457,0.009719,-0.000763,0.472832,0.374931,-2.205935,102530.015625,0.821960,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.453690,7143.762695
1.534556,1.000000,-8226.509766,-10.616932,2873.476491,2173.828369,7132.982422,241.411560,300.763977,328.650726,-14.862773,0.472620,4.193425,-59.681786,-19.442784,-20.641787,2162.168701,-0.089119,0.009453,-0.000784,0.476739,0.385593,-2.111303,102530.015625,0.807678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.541649,7132.753906
1.584706,1.000000,-8218.108398,-10.601341,2870.480675,2170.844482,7123.240234,245.769699,300.863068,328.661137,-14.966349,0.484532,4.114618,-59.764271,-19.467066,-20.646484,2159.110840,-0.086259,0.009224,-0.000799,0.480207,0.394464,-2.025275,102530.015625,0.796250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.625652,7123.011719
1.640965,1.000000,-8208.763672,-10.583991,2867.114753,2167.492188,7112.386719,250.330994,300.973694,328.669175,-15.077356,0.497490,4.033350,-59.861816,-19.496004,-20.651445,2155.709717,-0.083221,0.008976,-0.000812,0.484079,0.403807,-1.927147,102530.015625,0.784891,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.725765,7112.158203
