KEDW-04R,34.89456000,-117.90501200,34.91886525,-117.85736822,44.2,0,704.0880000000001
KEDW-22L,34.91886525,-117.85736822,34.89456000,-117.90501200,44.2,542,704.0880000000001
KTTS-15,28.63273873,-080.70606949,28.59701547,-080.68269796,91.44,0,2.4384
KTTS-33,28.59701547,-080.68269796,28.63273873,-080.70606949,91.44,0,2.4384
